Timestamp, DeviceId, Average % utilization of all GPU Engines, GPU Power (W), GPU Frequency (MHz), GPU Core Temperature (Celsius Degree), GPU Memory Temperature (Celsius Degree), GPU Memory Utilization (%), GPU Memory Bandwidth Utilization (%), GPU Memory Used (MiB), Throttle reason
05:10:05.742,    0, 21.70, 206.66, 2800, 74.00, 78.00, 86.91,   32, 28381.54, Not Throttled
05:10:06.742,    0, 21.60, 210.08, 2800, 74.00, 78.00, 86.91,   36, 28381.54, Not Throttled
05:10:07.742,    0, 21.69, 205.97, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:08.742,    0, 21.68, 205.52, 2800, 75.00, 78.00, 86.91,   26, 28381.54, Not Throttled
05:10:09.742,    0, 21.59, 206.50, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:10.742,    0, 21.52, 209.62, 2800, 74.00, 80.00, 86.91,   34, 28381.54, Not Throttled
05:10:11.742,    0, 21.71, 206.31, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:12.742,    0, 21.67, 204.42, 2800, 75.00, 80.00, 86.91,   26, 28381.54, Not Throttled
05:10:13.742,    0, 21.73, 207.07, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:14.742,    0, 21.51, 209.68, 2800, 74.00, 80.00, 86.91,   34, 28381.54, Not Throttled
05:10:15.742,    0, 21.78, 205.84, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:16.742,    0, 21.60, 203.40, 2800, 75.00, 80.00, 86.91,   28, 28381.54, Not Throttled
05:10:17.742,    0, 21.54, 206.83, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:18.742,    0, 21.57, 209.56, 2800, 74.00, 80.00, 86.91,   32, 28381.54, Not Throttled
05:10:19.742,    0, 21.74, 205.50, 2800, 74.00, 80.00, 86.91,   32, 28381.54, Not Throttled
05:10:20.742,    0, 21.55, 204.01, 2800, 74.00, 80.00, 86.91,   28, 28381.54, Not Throttled
05:10:21.742,    0, 21.43, 207.09, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:22.742,    0, 21.62, 210.14, 2800, 74.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:23.742,    0, 21.45, 206.02, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:24.742,    0, 21.53, 204.64, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:25.742,    0, 21.67, 207.30, 2800, 74.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:26.742,    0, 21.71, 209.74, 2800, 74.00, 80.00, 86.91,   32, 28381.54, Not Throttled
05:10:27.742,    0, 21.47, 206.89, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:28.742,    0, 21.45, 205.02, 2800, 74.00, 80.00, 86.91,   30, 28381.54, Not Throttled
05:10:29.742,    0, 21.41, 207.31, 2800, 74.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:30.742,    0, 21.45, 208.70, 2800, 74.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:31.742,    0, 21.50, 207.66, 2800, 75.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:32.742,    0, 21.53, 206.54, 2800, 74.00, 82.00, 86.91,   29, 28381.54, Not Throttled
05:10:33.742,    0, 21.37, 209.60, 2800, 74.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:34.742,    0, 21.40, 209.29, 2800, 74.00, 80.00, 86.91,   32, 28381.54, Not Throttled
05:10:35.742,    0, 21.48, 208.48, 2800, 74.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:36.742,    0, 21.45, 206.04, 2800, 75.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:37.742,    0, 21.42, 209.58, 2800, 75.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:38.742,    0, 21.37, 210.46, 2800, 75.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:39.742,    0, 21.46, 209.59, 2800, 75.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:40.742,    0, 21.33, 206.48, 2800, 75.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:41.742,    0, 21.42, 208.37, 2800, 75.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:42.742,    0, 21.44, 210.63, 2800, 75.00, 82.00, 86.91,   31, 28381.54, Not Throttled
05:10:43.742,    0, 21.47, 210.32, 2800, 75.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:44.742,    0, 21.52, 205.71, 2800, 75.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:45.742,    0, 21.44, 210.42, 2800, 75.00, 82.00, 86.91,   28, 28381.54, Not Throttled
05:10:46.742,    0, 21.51, 210.99, 2800, 76.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:10:47.742,    0, 21.30, 211.59, 2800, 75.00, 82.00, 86.91,   34, 28381.54, Not Throttled
05:10:48.742,    0, 21.47, 206.49, 2800, 75.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:49.742,    0, 21.70, 209.31, 2800, 76.00, 82.00, 86.91,   26, 28381.54, Not Throttled
05:10:50.742,    0, 21.64, 210.55, 2800, 76.00, 82.00, 86.91,   31, 28381.54, Not Throttled
05:10:51.742,    0, 21.50, 211.94, 2800, 76.00, 82.00, 86.91,   35, 28381.54, Not Throttled
05:10:52.742,    0, 21.55, 206.41, 2800, 75.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:53.742,    0, 21.43, 208.88, 2800, 76.00, 82.00, 86.91,   25, 28381.54, Not Throttled
05:10:54.742,    0, 21.59, 209.17, 2800, 76.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:10:55.742,    0, 21.45, 211.38, 2800, 76.00, 82.00, 86.91,   35, 28381.54, Not Throttled
05:10:56.742,    0, 21.59, 206.76, 2800, 75.00, 82.00, 86.91,   28, 28381.54, Not Throttled
05:10:57.742,    0, 21.41, 207.65, 2800, 76.00, 82.00, 86.91,   26, 28381.54, Not Throttled
05:10:58.742,    0, 21.49, 208.55, 2800, 76.00, 82.00, 86.91,   29, 28381.54, Not Throttled
05:10:59.742,    0, 21.66, 210.88, 2800, 76.00, 82.00, 86.91,   34, 28381.54, Not Throttled
05:11:00.742,    0, 21.64, 207.14, 2800, 75.00, 82.00, 86.91,   29, 28381.54, Not Throttled
05:11:01.742,    0, 21.60, 207.34, 2800, 76.00, 82.00, 86.91,   28, 28381.54, Not Throttled
05:11:02.742,    0, 21.60, 208.22, 2800, 75.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:11:03.742,    0, 21.55, 211.52, 2800, 75.00, 82.00, 86.91,   34, 28381.54, Not Throttled
05:11:04.742,    0, 21.67, 207.49, 2800, 76.00, 82.00, 86.91,   30, 28381.54, Not Throttled
05:11:05.742,    0, 21.72, 208.09, 2800, 76.00, 82.00, 86.91,   25, 28381.54, Not Throttled
05:11:06.742,    0, 21.79, 207.74, 2800, 75.00, 82.00, 86.91,   32, 28381.54, Not Throttled
05:11:07.742,    0, 21.56, 210.46, 2800, 75.00, 82.00, 86.91,   34, 28381.54, Not Throttled
05:11:08.742,    0, 21.80, 206.84, 2800, 75.00, 84.00, 86.91,   30, 28381.54, Not Throttled
05:11:09.742,    0, 21.62, 206.02, 2800, 76.00, 82.00, 86.91,   26, 28381.54, Not Throttled
05:11:10.742,    0, 21.75, 208.17, 2800, 75.00, 84.00, 86.91,   32, 28381.54, Not Throttled
05:11:11.742,    0, 21.67, 210.55, 2800, 75.00, 84.00, 86.91,   34, 28381.54, Not Throttled
05:11:12.742,    0, 21.60, 206.17, 2800, 75.00, 84.00, 86.91,   30, 28381.54, Not Throttled
05:11:13.742,    0, 21.63, 204.51, 2800, 75.00, 82.00, 86.91,   28, 28381.54, Not Throttled
05:11:14.742,    0, 21.56, 208.63, 2800, 75.00, 84.00, 86.91,   30, 28381.54, Not Throttled
05:11:15.742,    0, 21.56, 210.14, 2800, 75.00, 84.00, 86.91,   32, 28381.54, Not Throttled
05:11:16.742,    0, 21.63, 206.16, 2800, 75.00, 84.00, 86.91,   30, 28381.54, Not Throttled
05:11:17.742,    0, 21.61, 204.15, 2800, 76.00, 82.00, 86.91,   28, 28381.54, Not Throttled
05:11:18.742,    0, 21.68, 208.67, 2800, 75.00, 84.00, 86.91,   30, 28381.54, Not Throttled
05:11:19.742,    0, 21.58, 210.68, 2800, 75.00, 84.00, 86.91,   32, 28381.54, Not Throttled
05:11:20.742,    0, 21.64, 207.60, 2800, 75.00, 84.00, 86.91,   32, 28381.54, Not Throttled
05:11:21.742,    0, 21.51, 204.64, 2800, 75.00, 84.00, 86.91,   28, 28381.54, Not Throttled
05:11:22.742,    0, 21.65, 207.57, 2800, 75.00, 84.00, 86.91,   30, 28381.54, Not Throttled
05:11:23.742,    0, 17.05, 176.80, 2800, 74.00, 82.00, 86.93,   22, 28389.66, Not Throttled
05:11:24.742,    0, 21.47, 231.24, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:11:25.742,    0, 21.41, 231.79, 2800, 76.00, 84.00, 86.93,   50, 28389.66, Not Throttled
05:11:26.742,    0, 21.41, 231.29, 2800, 77.00, 84.00, 86.93,   50, 28389.66, Not Throttled
05:11:27.742,    0, 21.38, 229.17, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:11:28.742,    0, 21.59, 219.77, 2800, 77.00, 84.00, 86.93,   34, 28389.66, Not Throttled
05:11:29.742,    0, 21.41, 232.62, 2800, 77.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:11:30.742,    0, 21.46, 232.26, 2800, 77.00, 86.00, 86.93,   48, 28389.66, Not Throttled
05:11:31.742,    0, 21.46, 230.90, 2783, 77.00, 86.00, 86.93,   50, 28389.66, Burst Power Excursion
05:11:32.742,    0, 21.34, 229.20, 2800, 77.00, 86.00, 86.93,   46, 28389.66, Not Throttled
05:11:33.742,    0, 21.45, 234.04, 2800, 77.00, 86.00, 86.93,   48, 28389.66, Not Throttled
05:11:34.742,    0, 21.52, 232.98, 2800, 77.00, 86.00, 86.93,   48, 28389.66, Not Throttled
05:11:35.742,    0, 21.50, 229.75, 2800, 77.00, 86.00, 86.93,   48, 28389.66, Burst Power Excursion
05:11:36.742,    0, 21.29, 233.19, 2800, 77.00, 86.00, 86.93,   48, 28389.66, Not Throttled
05:11:37.742,    0, 21.36, 232.16, 2783, 77.00, 86.00, 86.93,   48, 28389.66, Burst Power Excursion
05:11:38.742,    0, 21.41, 229.29, 2800, 77.00, 86.00, 86.93,   47, 28389.66, Not Throttled
05:11:39.742,    0, 21.36, 230.24, 2783, 77.00, 86.00, 86.93,   48, 28389.66, Burst Power Excursion
05:11:40.742,    0, 21.36, 230.17, 2800, 77.00, 86.00, 86.93,   45, 28389.66, Not Throttled
05:11:41.742,    0, 21.32, 233.05, 2800, 77.00, 86.00, 86.93,   52, 28389.66, Not Throttled
05:11:42.742,    0, 21.39, 234.21, 2800, 77.00, 86.00, 86.93,   51, 28389.66, Not Throttled
05:11:43.742,    0, 21.38, 230.01, 2783, 77.00, 86.00, 86.93,   52, 28389.66, Burst Power Excursion
05:11:44.742,    0, 21.25, 229.19, 2800, 77.00, 86.00, 86.93,   52, 28389.66, Not Throttled
05:11:45.742,    0, 21.43, 222.09, 2800, 77.00, 86.00, 86.93,   40, 28389.66, Not Throttled
05:11:46.742,    0, 21.40, 233.42, 2800, 77.00, 86.00, 86.93,   52, 28389.66, Not Throttled
05:11:47.742,    0, 21.34, 230.05, 2783, 77.00, 86.00, 86.93,   54, 28389.66, Burst Power Excursion
05:11:48.742,    0, 21.37, 229.48, 2800, 77.00, 86.00, 86.93,   53, 28389.66, Not Throttled
05:11:49.742,    0, 21.43, 230.04, 2800, 77.00, 86.00, 86.93,   53, 28389.66, Not Throttled
05:11:50.742,    0, 21.36, 234.59, 2800, 77.00, 86.00, 86.93,   52, 28389.66, Not Throttled
05:11:51.742,    0, 21.36, 233.60, 2800, 77.00, 88.00, 86.93,   55, 28389.66, Not Throttled
05:11:52.742,    0, 21.50, 230.20, 2800, 77.00, 88.00, 86.93,   58, 28389.66, Burst Power Excursion
05:11:53.742,    0, 21.30, 229.95, 2800, 77.00, 86.00, 86.93,   57, 28389.66, Burst Power Excursion
05:11:54.742,    0, 21.15, 218.25, 2800, 76.00, 86.00, 86.93,   50, 28389.66, Not Throttled
05:11:55.742,    0, 21.37, 233.97, 2800, 78.00, 88.00, 86.93,   62, 28389.66, Not Throttled
05:11:56.742,    0, 21.30, 231.19, 2800, 77.00, 88.00, 86.93,   62, 28389.66, Burst Power Excursion
05:11:57.742,    0, 21.31, 229.46, 2800, 77.00, 88.00, 86.93,   60, 28389.66, Not Throttled
05:11:58.742,    0, 21.45, 229.13, 2800, 77.00, 88.00, 86.93,   60, 28389.66, Burst Power Excursion
05:11:59.742,    0, 21.13, 219.45, 2800, 76.00, 86.00, 86.93,   56, 28389.66, Not Throttled
05:12:00.742,    0, 21.28, 233.99, 2800, 77.00, 88.00, 86.93,   60, 28389.66, Not Throttled
05:12:01.742,    0, 21.41, 230.46, 2783, 77.00, 88.00, 86.93,   63, 28389.66, Not Throttled
05:12:02.742,    0, 21.41, 230.59, 2800, 77.00, 88.00, 86.93,   62, 28389.66, Not Throttled
05:12:03.742,    0, 22.22, 229.57, 2783, 77.00, 88.00, 86.93,   64, 28389.66, Burst Power Excursion
05:12:04.742,    0, 20.29, 210.18, 2800, 77.00, 86.00, 86.93,   48, 28389.79, Not Throttled
05:12:05.742,    0, 21.40, 232.75, 2800, 77.00, 88.00, 86.93,   66, 28389.79, Not Throttled
05:12:06.742,    0, 21.13, 232.41, 2800, 77.00, 88.00, 86.93,   64, 28389.79, Not Throttled
05:12:07.742,    0, 21.38, 230.02, 2800, 77.00, 88.00, 86.93,   65, 28389.79, Not Throttled
05:12:08.742,    0, 21.29, 229.92, 2800, 77.00, 88.00, 86.93,   66, 28389.79, Not Throttled
05:12:09.742,    0, 21.20, 223.27, 2800, 76.00, 88.00, 86.93,   66, 28389.79, Not Throttled
05:12:10.742,    0, 21.42, 233.02, 2800, 77.00, 88.00, 86.93,   70, 28389.79, Not Throttled
05:12:11.742,    0, 21.43, 231.40, 2800, 77.00, 88.00, 86.93,   70, 28389.79, Not Throttled
05:12:12.742,    0, 21.35, 230.09, 2783, 77.00, 88.00, 86.93,   66, 28389.79, Burst Power Excursion
05:12:13.742,    0, 21.41, 230.44, 2800, 77.00, 88.00, 86.93,   70, 28389.79, Not Throttled
05:12:14.742,    0, 21.36, 223.36, 2800, 76.00, 88.00, 86.93,   66, 28389.79, Not Throttled
05:12:15.742,    0, 21.35, 234.67, 2800, 77.00, 88.00, 86.93,   68, 28389.79, Not Throttled
05:12:16.742,    0, 21.55, 229.88, 2800, 77.00, 88.00, 86.93,   73, 28389.79, Burst Power Excursion
05:12:17.742,    0, 21.21, 229.91, 2783, 77.00, 88.00, 86.93,   68, 28389.79, Burst Power Excursion
05:12:18.742,    0, 21.36, 229.88, 2800, 77.00, 88.00, 86.93,   71, 28389.79, Not Throttled
05:12:19.742,    0, 18.17, 207.10, 2800, 74.00, 88.00, 85.46,   70, 27910.46, Not Throttled
05:12:20.742,    0, 0.00, 99.48, 2800, 72.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:21.742,    0, 0.00, 98.78, 2800, 71.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:22.742,    0, 0.00, 97.89, 2800, 70.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:23.742,    0, 0.00, 97.19, 2800, 70.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:24.742,    0, 0.00, 97.20, 2800, 70.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:25.742,    0, 0.00, 96.93, 2800, 69.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:26.742,    0, 0.00, 96.72, 2800, 69.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:27.742,    0, 0.00, 96.73, 2800, 69.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:28.742,    0, 0.00, 96.71, 2800, 68.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:29.742,    0, 0.00, 96.99, 2800, 68.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:30.742,    0, 0.00, 96.63, 2800, 68.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:31.742,    0, 0.00, 96.89, 2800, 68.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:32.742,    0, 0.00, 96.34, 2800, 68.00, 88.00, 0.18,    0, 61.13, Not Throttled
05:12:33.742,    0, 0.00, 96.14, 2800, 68.00, 88.00, 0.18,    0, 61.13, Not Throttled
