Timestamp, DeviceId, Average % utilization of all GPU Engines, GPU Power (W), GPU Frequency (MHz), GPU Core Temperature (Celsius Degree), GPU Memory Temperature (Celsius Degree), GPU Memory Utilization (%), GPU Memory Bandwidth Utilization (%), GPU Memory Used (MiB), Throttle reason
05:06:24.643,    0, 21.49, 199.12, 2800, 59.00, 58.00, 86.91,   48, 28381.54, Not Throttled
05:06:25.643,    0, 21.42, 197.96, 2800, 60.00, 58.00, 86.91,   42, 28381.54, Not Throttled
05:06:26.643,    0, 21.44, 200.76, 2800, 60.00, 60.00, 86.91,   46, 28381.54, Not Throttled
05:06:27.643,    0, 21.14, 201.72, 2800, 61.00, 60.00, 86.91,   48, 28381.54, Not Throttled
05:06:28.643,    0, 21.34, 199.32, 2800, 61.00, 62.00, 86.91,   48, 28381.54, Not Throttled
05:06:29.643,    0, 21.42, 195.73, 2800, 61.00, 60.00, 86.91,   42, 28381.54, Not Throttled
05:06:30.643,    0, 21.56, 200.23, 2800, 63.00, 62.00, 86.91,   44, 28381.54, Not Throttled
05:06:31.643,    0, 21.72, 200.60, 2800, 63.00, 62.00, 86.91,   46, 28381.54, Not Throttled
05:06:32.643,    0, 21.32, 202.26, 2800, 63.00, 62.00, 86.91,   46, 28381.54, Not Throttled
05:06:33.643,    0, 21.42, 196.19, 2800, 63.00, 62.00, 86.91,   46, 28381.54, Not Throttled
05:06:34.643,    0, 21.51, 198.44, 2800, 64.00, 62.00, 86.91,   45, 28381.54, Not Throttled
05:06:35.643,    0, 21.55, 198.50, 2800, 64.00, 62.00, 86.91,   44, 28381.54, Not Throttled
05:06:36.643,    0, 21.63, 200.17, 2800, 64.00, 64.00, 86.91,   46, 28381.54, Not Throttled
05:06:37.643,    0, 21.62, 197.17, 2800, 65.00, 64.00, 86.91,   46, 28381.54, Not Throttled
05:06:38.643,    0, 21.64, 196.82, 2800, 65.00, 64.00, 86.91,   44, 28381.54, Not Throttled
05:06:39.643,    0, 21.80, 198.86, 2800, 65.00, 64.00, 86.91,   46, 28381.54, Not Throttled
05:06:40.643,    0, 21.53, 201.18, 2800, 65.00, 64.00, 86.91,   46, 28381.54, Not Throttled
05:06:41.643,    0, 21.52, 197.77, 2800, 65.00, 66.00, 86.91,   48, 28381.54, Not Throttled
05:06:42.643,    0, 21.64, 196.35, 2800, 66.00, 66.00, 86.91,   42, 28381.54, Not Throttled
05:06:43.643,    0, 21.59, 198.56, 2800, 66.00, 66.00, 86.91,   44, 28381.54, Not Throttled
05:06:44.643,    0, 21.55, 203.13, 2800, 66.00, 66.00, 86.91,   48, 28381.54, Not Throttled
05:06:45.643,    0, 21.44, 199.28, 2800, 66.00, 66.00, 86.91,   48, 28381.54, Not Throttled
05:06:46.643,    0, 21.48, 198.30, 2800, 66.00, 66.00, 86.91,   42, 28381.54, Not Throttled
05:06:47.643,    0, 21.44, 201.61, 2800, 67.00, 68.00, 86.91,   46, 28381.54, Not Throttled
05:06:48.643,    0, 21.37, 202.71, 2800, 67.00, 68.00, 86.91,   46, 28381.54, Not Throttled
05:06:49.643,    0, 21.26, 201.94, 2800, 67.00, 68.00, 86.91,   49, 28381.54, Not Throttled
05:06:50.643,    0, 21.54, 200.03, 2800, 68.00, 68.00, 86.91,   41, 28381.54, Not Throttled
05:06:51.643,    0, 21.41, 201.89, 2800, 68.00, 68.00, 86.91,   44, 28381.54, Not Throttled
05:06:52.643,    0, 21.39, 204.31, 2800, 68.00, 70.00, 86.91,   48, 28381.54, Not Throttled
05:06:53.643,    0, 21.27, 202.89, 2800, 68.00, 68.00, 86.91,   48, 28381.54, Not Throttled
05:06:54.643,    0, 21.36, 200.08, 2800, 69.00, 68.00, 86.91,   42, 28381.54, Not Throttled
05:06:55.643,    0, 21.52, 203.34, 2800, 70.00, 70.00, 86.91,   46, 28381.54, Not Throttled
05:06:56.643,    0, 21.48, 203.54, 2800, 70.00, 70.00, 86.91,   46, 28381.54, Not Throttled
05:06:57.643,    0, 21.45, 205.41, 2800, 70.00, 70.00, 86.91,   46, 28381.54, Not Throttled
05:06:58.643,    0, 21.40, 200.46, 2800, 69.00, 70.00, 86.91,   46, 28381.54, Not Throttled
05:06:59.643,    0, 21.59, 202.16, 2800, 70.00, 72.00, 86.91,   46, 28381.54, Not Throttled
05:07:00.643,    0, 21.58, 202.68, 2800, 70.00, 70.00, 86.91,   44, 28381.54, Not Throttled
05:07:01.643,    0, 21.52, 204.86, 2800, 70.00, 70.00, 86.91,   44, 28381.54, Not Throttled
05:07:02.643,    0, 21.59, 201.81, 2800, 71.00, 70.00, 86.91,   44, 28381.54, Not Throttled
05:07:03.643,    0, 21.57, 200.53, 2800, 71.00, 72.00, 86.91,   44, 28381.54, Not Throttled
05:07:04.643,    0, 21.71, 204.10, 2800, 70.00, 72.00, 86.91,   46, 28381.54, Not Throttled
05:07:05.643,    0, 21.68, 205.36, 2800, 70.00, 72.00, 86.91,   46, 28381.54, Not Throttled
05:07:06.643,    0, 21.59, 201.47, 2800, 70.00, 72.00, 86.91,   48, 28381.54, Not Throttled
05:07:07.643,    0, 21.47, 200.54, 2800, 71.00, 72.00, 86.91,   44, 28381.54, Not Throttled
05:07:08.643,    0, 21.58, 203.06, 2800, 71.00, 72.00, 86.91,   44, 28381.54, Not Throttled
05:07:09.643,    0, 21.58, 205.89, 2800, 70.00, 72.00, 86.91,   47, 28381.54, Not Throttled
05:07:10.643,    0, 21.56, 201.15, 2800, 71.00, 72.00, 86.91,   48, 28381.54, Not Throttled
05:07:11.643,    0, 21.44, 200.13, 2800, 71.00, 72.00, 86.91,   42, 28381.54, Not Throttled
05:07:12.643,    0, 21.39, 203.97, 2800, 71.00, 74.00, 86.91,   43, 28381.54, Not Throttled
05:07:13.643,    0, 21.68, 206.14, 2800, 71.00, 74.00, 86.91,   48, 28381.54, Not Throttled
05:07:14.643,    0, 21.52, 203.55, 2800, 71.00, 74.00, 86.91,   48, 28381.54, Not Throttled
05:07:15.643,    0, 21.62, 202.66, 2800, 71.00, 74.00, 86.91,   42, 28381.54, Not Throttled
05:07:16.643,    0, 21.52, 204.69, 2800, 71.00, 74.00, 86.91,   46, 28381.54, Not Throttled
05:07:17.643,    0, 21.35, 205.73, 2800, 71.00, 74.00, 86.91,   46, 28381.54, Not Throttled
05:07:18.643,    0, 21.29, 205.84, 2800, 71.00, 74.00, 86.91,   50, 28381.54, Not Throttled
05:07:19.643,    0, 21.54, 203.91, 2800, 71.00, 74.00, 86.91,   44, 28381.54, Not Throttled
05:07:20.643,    0, 21.33, 206.10, 2800, 72.00, 76.00, 86.91,   44, 28381.54, Not Throttled
05:07:21.643,    0, 21.42, 208.27, 2800, 72.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:22.643,    0, 21.42, 206.48, 2800, 72.00, 74.00, 86.91,   50, 28381.54, Not Throttled
05:07:23.643,    0, 21.42, 203.21, 2800, 72.00, 74.00, 86.91,   42, 28381.54, Not Throttled
05:07:24.643,    0, 21.61, 206.70, 2800, 73.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:25.643,    0, 21.62, 206.92, 2800, 73.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:26.643,    0, 21.39, 209.63, 2800, 73.00, 76.00, 86.91,   48, 28381.54, Not Throttled
05:07:27.643,    0, 21.43, 204.10, 2800, 72.00, 76.00, 86.91,   44, 28381.54, Not Throttled
05:07:28.643,    0, 21.63, 205.71, 2800, 73.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:29.643,    0, 21.44, 206.02, 2800, 73.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:30.643,    0, 21.63, 207.41, 2800, 73.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:31.643,    0, 21.57, 205.35, 2800, 72.00, 76.00, 86.91,   44, 28381.54, Not Throttled
05:07:32.643,    0, 21.75, 205.22, 2800, 73.00, 76.00, 86.91,   44, 28381.54, Not Throttled
05:07:33.643,    0, 21.68, 205.06, 2800, 73.00, 76.00, 86.91,   44, 28381.54, Not Throttled
05:07:34.643,    0, 21.62, 207.67, 2800, 72.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:35.643,    0, 21.69, 204.34, 2800, 73.00, 76.00, 86.91,   44, 28381.54, Not Throttled
05:07:36.643,    0, 21.53, 202.23, 2800, 73.00, 78.00, 86.91,   44, 28381.54, Not Throttled
05:07:37.643,    0, 21.68, 206.09, 2800, 72.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:38.643,    0, 21.61, 207.87, 2800, 73.00, 76.00, 86.91,   45, 28381.54, Not Throttled
05:07:39.643,    0, 21.62, 203.50, 2800, 73.00, 76.00, 86.91,   48, 28381.54, Not Throttled
05:07:40.643,    0, 21.61, 201.79, 2800, 73.00, 76.00, 86.91,   42, 28381.54, Not Throttled
05:07:41.643,    0, 21.57, 204.31, 2800, 72.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:42.643,    0, 21.57, 207.35, 2800, 73.00, 76.00, 86.91,   46, 28381.54, Not Throttled
05:07:43.643,    0, 21.50, 203.97, 2800, 73.00, 78.00, 86.91,   46, 28381.54, Not Throttled
05:07:44.643,    0, 21.52, 203.95, 2800, 73.00, 76.00, 86.91,   42, 28381.54, Not Throttled
05:07:45.643,    0, 21.49, 206.18, 2800, 73.00, 78.00, 86.91,   43, 28381.54, Not Throttled
05:07:46.643,    0, 21.52, 208.13, 2800, 73.00, 78.00, 86.91,   44, 28381.54, Not Throttled
05:07:47.643,    0, 21.47, 205.38, 2800, 73.00, 78.00, 86.91,   48, 28381.54, Not Throttled
05:07:48.643,    0, 21.51, 204.25, 2800, 73.00, 78.00, 86.91,   39, 28381.54, Not Throttled
05:07:49.643,    0, 21.38, 206.25, 2800, 73.00, 78.00, 86.91,   42, 28381.54, Not Throttled
05:07:50.643,    0, 21.18, 207.66, 2800, 73.00, 78.00, 86.91,   44, 28381.54, Not Throttled
05:07:51.643,    0, 21.43, 206.45, 2800, 73.00, 78.00, 86.91,   46, 28381.54, Not Throttled
05:07:52.643,    0, 21.48, 205.12, 2800, 73.00, 78.00, 86.91,   38, 28381.54, Not Throttled
05:07:53.643,    0, 21.33, 207.29, 2800, 73.00, 78.00, 86.91,   38, 28381.54, Not Throttled
05:07:54.643,    0, 21.40, 209.67, 2800, 73.00, 78.00, 86.91,   42, 28381.54, Not Throttled
05:07:55.643,    0, 21.36, 207.56, 2800, 73.00, 78.00, 86.91,   43, 28381.54, Not Throttled
05:07:56.643,    0, 21.43, 205.35, 2800, 73.00, 78.00, 86.91,   38, 28381.54, Not Throttled
05:07:57.643,    0, 21.49, 207.58, 2800, 74.00, 78.00, 86.91,   37, 28381.54, Not Throttled
05:07:58.643,    0, 16.81, 180.69, 2800, 72.00, 78.00, 86.93,   34, 28389.66, Not Throttled
05:07:59.643,    0, 21.44, 229.57, 2800, 74.00, 80.00, 86.93,   63, 28389.66, Not Throttled
05:08:00.643,    0, 21.32, 228.13, 2800, 74.00, 80.00, 86.93,   60, 28389.66, Not Throttled
05:08:01.643,    0, 21.41, 229.12, 2800, 75.00, 80.00, 86.93,   58, 28389.66, Not Throttled
05:08:02.643,    0, 21.41, 230.13, 2800, 75.00, 80.00, 86.93,   60, 28389.66, Not Throttled
05:08:03.643,    0, 21.31, 217.61, 2800, 74.00, 80.00, 86.93,   52, 28389.66, Not Throttled
05:08:04.643,    0, 21.33, 230.06, 2800, 75.00, 80.00, 86.93,   58, 28389.66, Not Throttled
05:08:05.643,    0, 21.30, 230.91, 2800, 75.00, 80.00, 86.93,   58, 28389.66, Not Throttled
05:08:06.643,    0, 21.38, 230.49, 2800, 75.00, 80.00, 86.93,   58, 28389.66, Not Throttled
05:08:07.643,    0, 21.45, 227.36, 2800, 75.00, 82.00, 86.93,   56, 28389.66, Not Throttled
05:08:08.643,    0, 21.61, 223.34, 2800, 75.00, 80.00, 86.93,   40, 28389.66, Not Throttled
05:08:09.643,    0, 21.15, 232.18, 2800, 75.00, 82.00, 86.93,   54, 28389.66, Not Throttled
05:08:10.643,    0, 21.30, 230.23, 2800, 76.00, 82.00, 86.93,   52, 28389.66, Not Throttled
05:08:11.643,    0, 21.26, 225.21, 2800, 76.00, 82.00, 86.93,   39, 28389.66, Not Throttled
05:08:12.643,    0, 21.24, 230.65, 2800, 76.00, 82.00, 86.93,   52, 28389.66, Not Throttled
05:08:13.643,    0, 21.33, 230.63, 2800, 75.00, 82.00, 86.93,   54, 28389.66, Not Throttled
05:08:14.643,    0, 21.31, 232.36, 2800, 75.00, 82.00, 86.93,   53, 28389.66, Not Throttled
05:08:15.643,    0, 21.15, 227.74, 2800, 75.00, 82.00, 86.93,   50, 28389.66, Not Throttled
05:08:16.643,    0, 21.40, 231.23, 2800, 76.00, 82.00, 86.93,   52, 28389.66, Not Throttled
05:08:17.643,    0, 21.25, 231.26, 2800, 75.00, 82.00, 86.93,   52, 28389.66, Not Throttled
05:08:18.643,    0, 21.42, 231.29, 2800, 76.00, 82.00, 86.93,   50, 28389.66, Not Throttled
05:08:19.643,    0, 21.45, 231.91, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:20.643,    0, 21.32, 218.93, 2800, 76.00, 82.00, 86.93,   40, 28389.66, Not Throttled
05:08:21.643,    0, 21.39, 232.25, 2800, 75.00, 84.00, 86.93,   50, 28389.66, Not Throttled
05:08:22.643,    0, 21.44, 231.15, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:23.643,    0, 21.41, 231.58, 2800, 76.00, 84.00, 86.93,   50, 28389.66, Not Throttled
05:08:24.643,    0, 21.34, 231.70, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:25.643,    0, 21.46, 219.51, 2800, 76.00, 82.00, 86.93,   44, 28389.66, Not Throttled
05:08:26.643,    0, 21.41, 233.14, 2800, 76.00, 84.00, 86.93,   50, 28389.66, Not Throttled
05:08:27.643,    0, 21.44, 231.68, 2800, 76.00, 84.00, 86.93,   47, 28389.66, Not Throttled
05:08:28.643,    0, 21.32, 233.10, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:29.643,    0, 21.21, 228.80, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:30.643,    0, 21.45, 227.38, 2800, 76.00, 84.00, 86.93,   34, 28389.66, Not Throttled
05:08:31.643,    0, 21.26, 232.48, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:32.643,    0, 21.34, 231.73, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:33.643,    0, 21.22, 230.93, 2783, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:34.643,    0, 21.36, 229.26, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:35.643,    0, 21.57, 226.20, 2800, 76.00, 84.00, 86.93,   36, 28389.66, Not Throttled
05:08:36.643,    0, 21.41, 231.93, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:37.643,    0, 21.26, 233.09, 2800, 76.00, 84.00, 86.93,   48, 28389.66, Not Throttled
05:08:38.643,    0, 21.38, 230.74, 2800, 76.00, 86.00, 86.93,   48, 28389.66, Not Throttled
05:08:39.643,    0, 21.24, 229.49, 2800, 76.00, 84.00, 86.93,   46, 28389.66, Not Throttled
05:08:40.643,    0, 21.31, 231.41, 2800, 76.00, 84.00, 86.93,   47, 28389.79, Not Throttled
05:08:41.643,    0, 21.29, 231.71, 2800, 76.00, 84.00, 86.93,   48, 28389.79, Not Throttled
05:08:42.643,    0, 21.48, 232.55, 2800, 76.00, 84.00, 86.93,   48, 28389.79, Not Throttled
05:08:43.643,    0, 21.18, 231.74, 2800, 76.00, 86.00, 86.93,   48, 28389.79, Not Throttled
05:08:44.643,    0, 21.27, 229.83, 2800, 76.00, 84.00, 86.93,   48, 28389.79, Not Throttled
05:08:45.643,    0, 21.19, 231.17, 2800, 76.00, 84.00, 86.93,   48, 28389.79, Not Throttled
05:08:46.643,    0, 21.30, 232.13, 2800, 76.00, 86.00, 86.93,   50, 28389.79, Not Throttled
05:08:47.643,    0, 21.45, 232.16, 2800, 76.00, 86.00, 86.93,   48, 28389.79, Not Throttled
05:08:48.643,    0, 21.42, 232.29, 2800, 76.00, 86.00, 86.93,   47, 28389.79, Not Throttled
05:08:49.643,    0, 21.28, 229.13, 2800, 76.00, 86.00, 86.93,   48, 28389.79, Not Throttled
05:08:50.643,    0, 21.25, 218.86, 2800, 76.00, 84.00, 86.93,   36, 28389.79, Not Throttled
05:08:51.643,    0, 21.43, 233.58, 2800, 77.00, 86.00, 86.93,   50, 28389.79, Not Throttled
05:08:52.643,    0, 21.46, 232.14, 2800, 76.00, 86.00, 86.93,   48, 28389.79, Not Throttled
05:08:53.643,    0, 21.26, 230.79, 2800, 76.00, 86.00, 86.93,   48, 28389.79, Not Throttled
05:08:54.643,    0, 21.43, 229.58, 2800, 76.00, 86.00, 86.93,   48, 28389.79, Not Throttled
05:08:55.643,    0, 0.00, 97.27, 2800, 71.00, 86.00, 0.18,    7, 61.12, Not Throttled
05:08:56.643,    0, 0.00, 98.19, 2800, 70.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:08:57.643,    0, 0.00, 97.39, 2800, 70.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:08:58.643,    0, 0.00, 97.08, 2800, 69.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:08:59.643,    0, 0.00, 97.38, 2800, 69.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:00.643,    0, 0.00, 70.17, 2050, 67.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:01.643,    0, 0.00, 71.62, 2050, 67.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:02.643,    0, 0.00, 71.22, 2050, 66.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:03.643,    0, 0.00, 70.63, 2050, 66.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:04.643,    0, 0.00, 70.62, 2050, 66.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:05.644,    0, 0.00, 70.59, 2050, 66.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:06.643,    0, 0.00, 70.39, 2050, 65.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:07.643,    0, 0.00, 69.95, 2050, 65.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:08.643,    0, 0.00, 70.05, 2050, 65.00, 86.00, 0.18,    0, 61.12, Not Throttled
05:09:09.643,    0, 0.00, 70.00, 2050, 65.00, 86.00, 0.18,    0, 61.12, Not Throttled
